name,id,height,base_experience,pokemon_species_id,weight,hp,attack,defense,special-attack,special-defense,speed,evolution_chain_id,evolves_from_species_id,gender_rate,has_gender_differences,is_baby,is_legendary,is_mythical,capture_rate,base_happiness,hatch_counter,growth_rate,generation_name,habitat_name,type_name_1,type_name_2
shuckle,213,6,177,213,205,20,10,230,10,230,5,107,,4,False,False,False,False,190,50,20,medium-slow,generation-ii,mountain,bug,rock
heracross,214,15,175,214,540,80,125,75,40,95,85,108,,4,True,False,False,False,45,50,25,slow,generation-ii,forest,bug,fighting
sneasel,215,9,86,215,280,55,95,55,35,75,115,109,,4,True,False,False,False,60,35,20,medium-slow,generation-ii,forest,dark,ice
teddiursa,216,6,66,216,88,60,80,50,50,50,40,110,,4,False,False,False,False,120,70,20,medium,generation-ii,mountain,normal,
ursaring,217,18,175,217,1258,90,130,75,75,75,55,110,216,4,True,False,False,False,60,70,20,medium,generation-ii,mountain,normal,
slugma,218,7,50,218,350,40,40,40,70,40,20,111,,4,False,False,False,False,190,70,20,medium,generation-ii,mountain,fire,
magcargo,219,8,151,219,550,60,50,120,90,80,30,111,218,4,False,False,False,False,75,70,20,medium,generation-ii,mountain,fire,rock
swinub,220,4,50,220,65,50,50,40,30,30,50,112,,4,False,False,False,False,225,50,20,slow,generation-ii,cave,ice,ground
piloswine,221,11,158,221,558,100,100,80,60,60,50,112,220,4,True,False,False,False,75,50,20,slow,generation-ii,cave,ice,ground
corsola,222,6,144,222,50,65,55,95,65,95,35,113,,6,False,False,False,False,60,50,20,fast,generation-ii,sea,water,rock
remoraid,223,6,60,223,120,35,65,35,65,35,65,114,,4,False,False,False,False,190,50,20,medium,generation-ii,sea,water,
octillery,224,9,168,224,285,75,105,75,105,75,45,114,223,4,True,False,False,False,75,50,20,medium,generation-ii,sea,water,
delibird,225,9,116,225,160,45,55,45,65,45,75,115,,4,False,False,False,False,45,50,20,fast,generation-ii,mountain,ice,flying
mantine,226,21,170,226,2200,85,40,70,80,140,70,116,458,4,False,False,False,False,25,50,25,slow,generation-ii,sea,water,flying
skarmory,227,17,163,227,505,65,80,140,40,70,70,117,,4,False,False,False,False,25,50,25,slow,generation-ii,rough-terrain,steel,flying
houndour,228,6,66,228,108,45,60,30,80,50,65,118,,4,False,False,False,False,120,35,20,slow,generation-ii,rough-terrain,dark,fire
houndoom,229,14,175,229,350,75,90,50,110,80,95,118,228,4,True,False,False,False,45,35,20,slow,generation-ii,rough-terrain,dark,fire
kingdra,230,18,270,230,1520,75,95,95,95,95,85,54,117,4,False,False,False,False,45,50,20,medium,generation-ii,sea,water,dragon
phanpy,231,5,66,231,335,90,60,60,40,40,40,119,,4,False,False,False,False,120,70,20,medium,generation-ii,rough-terrain,ground,
donphan,232,11,175,232,1200,90,120,120,60,60,50,119,231,4,True,False,False,False,60,70,20,medium,generation-ii,rough-terrain,ground,
porygon2,233,6,180,233,325,85,80,90,105,95,60,68,137,-1,False,False,False,False,45,50,20,medium,generation-ii,urban,normal,
stantler,234,14,163,234,712,73,95,62,85,65,85,120,,4,False,False,False,False,45,70,20,slow,generation-ii,forest,normal,
smeargle,235,12,88,235,580,55,20,35,20,45,75,121,,4,False,False,False,False,45,70,20,fast,generation-ii,urban,normal,
tyrogue,236,7,42,236,210,35,35,35,35,35,35,47,,0,False,True,False,False,75,50,25,medium,generation-ii,urban,fighting,
hitmontop,237,14,159,237,480,50,95,95,35,110,70,47,236,0,False,False,False,False,45,50,25,medium,generation-ii,urban,fighting,
smoochum,238,4,61,238,60,45,30,15,85,65,65,59,,8,False,True,False,False,45,50,25,medium,generation-ii,urban,ice,psychic
elekid,239,6,72,239,235,45,63,37,65,55,95,60,,2,False,True,False,False,45,50,25,medium,generation-ii,grassland,electric,
magby,240,7,73,240,214,45,75,37,70,55,83,61,,2,False,True,False,False,45,50,25,medium,generation-ii,mountain,fire,
miltank,241,12,172,241,755,95,80,105,40,70,100,122,,8,False,False,False,False,45,50,20,slow,generation-ii,grassland,normal,
blissey,242,15,635,242,468,255,10,10,75,135,55,51,113,8,False,False,False,False,30,140,40,fast,generation-ii,urban,normal,
raikou,243,19,290,243,1780,90,85,75,115,100,115,123,,-1,False,False,True,False,3,35,80,slow,generation-ii,grassland,electric,
entei,244,21,290,244,1980,115,115,85,90,75,100,124,,-1,False,False,True,False,3,35,80,slow,generation-ii,grassland,fire,
suicune,245,20,290,245,1870,100,75,115,90,115,85,125,,-1,False,False,True,False,3,35,80,slow,generation-ii,grassland,water,
larvitar,246,6,60,246,720,50,64,50,45,50,41,126,,4,False,False,False,False,45,35,40,slow,generation-ii,mountain,rock,ground
pupitar,247,12,144,247,1520,70,84,70,65,70,51,126,246,4,False,False,False,False,45,35,40,slow,generation-ii,mountain,rock,ground
tyranitar,248,20,300,248,2020,100,134,110,95,100,61,126,247,4,False,False,False,False,45,35,40,slow,generation-ii,mountain,rock,dark
lugia,249,52,340,249,2160,106,90,130,90,154,110,127,,-1,False,False,True,False,3,0,120,slow,generation-ii,rare,psychic,flying
ho-oh,250,38,340,250,1990,106,130,90,110,154,90,128,,-1,False,False,True,False,3,0,120,slow,generation-ii,rare,fire,flying
celebi,251,6,300,251,50,100,100,100,100,100,100,129,,-1,False,False,False,True,45,100,120,medium-slow,generation-ii,forest,psychic,grass
treecko,252,5,62,252,50,40,45,35,65,55,70,130,,1,False,False,False,False,45,50,20,medium-slow,generation-iii,forest,grass,
grovyle,253,9,142,253,216,50,65,45,85,65,95,130,252,1,False,False,False,False,45,50,20,medium-slow,generation-iii,forest,grass,
sceptile,254,17,265,254,522,70,85,65,105,85,120,130,253,1,False,False,False,False,45,50,20,medium-slow,generation-iii,forest,grass,
torchic,255,4,62,255,25,45,60,40,70,50,45,131,,1,True,False,False,False,45,50,20,medium-slow,generation-iii,grassland,fire,
combusken,256,9,142,256,195,60,85,60,85,60,55,131,255,1,True,False,False,False,45,50,20,medium-slow,generation-iii,grassland,fire,fighting
blaziken,257,19,265,257,520,80,120,70,110,70,80,131,256,1,True,False,False,False,45,50,20,medium-slow,generation-iii,grassland,fire,fighting
mudkip,258,4,62,258,76,50,70,50,50,50,40,132,,1,False,False,False,False,45,50,20,medium-slow,generation-iii,waters-edge,water,
marshtomp,259,7,142,259,280,70,85,70,60,70,50,132,258,1,False,False,False,False,45,50,20,medium-slow,generation-iii,waters-edge,water,ground
swampert,260,15,268,260,819,100,110,90,85,90,60,132,259,1,False,False,False,False,45,50,20,medium-slow,generation-iii,waters-edge,water,ground
poochyena,261,5,56,261,136,35,55,35,30,30,35,133,,4,False,False,False,False,255,70,15,medium,generation-iii,grassland,dark,
mightyena,262,10,147,262,370,70,90,70,60,60,70,133,261,4,False,False,False,False,127,70,15,medium,generation-iii,grassland,dark,
zigzagoon,263,4,56,263,175,38,30,41,30,41,60,134,,4,False,False,False,False,255,50,15,medium,generation-iii,grassland,normal,
linoone,264,5,147,264,325,78,70,61,50,61,100,134,263,4,False,False,False,False,90,50,15,medium,generation-iii,grassland,normal,
wurmple,265,3,56,265,36,45,45,35,20,30,20,135,,4,False,False,False,False,255,70,15,medium,generation-iii,forest,bug,
silcoon,266,6,72,266,100,50,35,55,25,25,15,135,265,4,False,False,False,False,120,70,15,medium,generation-iii,forest,bug,
beautifly,267,10,178,267,284,60,70,50,100,50,65,135,266,4,True,False,False,False,45,70,15,medium,generation-iii,forest,bug,flying
cascoon,268,7,72,268,115,50,35,55,25,25,15,135,265,4,False,False,False,False,120,70,15,medium,generation-iii,forest,bug,
dustox,269,12,173,269,316,60,50,70,50,90,65,135,268,4,True,False,False,False,45,70,15,medium,generation-iii,forest,bug,poison
lotad,270,5,44,270,26,40,30,30,40,50,30,136,,4,False,False,False,False,255,50,15,medium-slow,generation-iii,waters-edge,water,grass
lombre,271,12,119,271,325,60,50,50,60,70,50,136,270,4,False,False,False,False,120,50,15,medium-slow,generation-iii,waters-edge,water,grass
ludicolo,272,15,240,272,550,80,70,70,90,100,70,136,271,4,True,False,False,False,45,50,15,medium-slow,generation-iii,waters-edge,water,grass
seedot,273,5,44,273,40,40,40,50,30,30,30,137,,4,False,False,False,False,255,50,15,medium-slow,generation-iii,forest,grass,
nuzleaf,274,10,119,274,280,70,70,40,60,40,60,137,273,4,True,False,False,False,120,50,15,medium-slow,generation-iii,forest,grass,dark
shiftry,275,13,240,275,596,90,100,60,90,60,80,137,274,4,True,False,False,False,45,50,15,medium-slow,generation-iii,forest,grass,dark
taillow,276,3,54,276,23,40,55,30,30,30,85,138,,4,False,False,False,False,200,70,15,medium-slow,generation-iii,grassland,normal,flying
swellow,277,7,159,277,198,60,85,60,75,50,125,138,276,4,False,False,False,False,45,70,15,medium-slow,generation-iii,grassland,normal,flying
wingull,278,6,54,278,95,40,30,30,55,30,85,139,,4,False,False,False,False,190,50,20,medium,generation-iii,sea,water,flying
pelipper,279,12,154,279,280,60,50,100,95,70,65,139,278,4,False,False,False,False,45,50,20,medium,generation-iii,sea,water,flying
ralts,280,4,40,280,66,28,25,25,45,35,40,140,,4,False,False,False,False,235,35,20,slow,generation-iii,urban,psychic,fairy
kirlia,281,8,97,281,202,38,35,35,65,55,50,140,280,4,False,False,False,False,120,35,20,slow,generation-iii,urban,psychic,fairy
gardevoir,282,16,259,282,484,68,65,65,125,115,80,140,281,4,False,False,False,False,45,35,20,slow,generation-iii,urban,psychic,fairy
surskit,283,5,54,283,17,40,30,32,50,52,65,141,,4,False,False,False,False,200,70,15,medium,generation-iii,waters-edge,bug,water
masquerain,284,8,159,284,36,70,60,62,100,82,80,141,283,4,False,False,False,False,75,70,15,medium,generation-iii,waters-edge,bug,flying
shroomish,285,4,59,285,45,60,40,60,40,60,35,142,,4,False,False,False,False,255,70,15,fast-then-very-slow,generation-iii,forest,grass,
breloom,286,12,161,286,392,60,130,80,60,60,70,142,285,4,False,False,False,False,90,70,15,fast-then-very-slow,generation-iii,forest,grass,fighting
slakoth,287,8,56,287,240,60,60,60,35,35,30,143,,4,False,False,False,False,255,70,15,slow,generation-iii,forest,normal,
vigoroth,288,14,154,288,465,80,80,80,55,55,90,143,287,4,False,False,False,False,120,70,15,slow,generation-iii,forest,normal,
slaking,289,20,252,289,1305,150,160,100,95,65,100,143,288,4,False,False,False,False,45,70,15,slow,generation-iii,forest,normal,
nincada,290,5,53,290,55,31,45,90,30,30,40,144,,4,False,False,False,False,255,50,15,slow-then-very-fast,generation-iii,forest,bug,ground
ninjask,291,8,160,291,120,61,90,45,50,50,160,144,290,4,False,False,False,False,120,50,15,slow-then-very-fast,generation-iii,forest,bug,flying
shedinja,292,8,83,292,12,1,90,45,30,30,40,144,290,-1,False,False,False,False,45,50,15,slow-then-very-fast,generation-iii,forest,bug,ghost
whismur,293,6,48,293,163,64,51,23,51,23,28,145,,4,False,False,False,False,190,50,20,medium-slow,generation-iii,cave,normal,
loudred,294,10,126,294,405,84,71,43,71,43,48,145,293,4,False,False,False,False,120,50,20,medium-slow,generation-iii,cave,normal,
exploud,295,15,245,295,840,104,91,63,91,73,68,145,294,4,False,False,False,False,45,50,20,medium-slow,generation-iii,cave,normal,
makuhita,296,10,47,296,864,72,60,30,20,30,25,146,,2,False,False,False,False,180,70,20,fast-then-very-slow,generation-iii,mountain,fighting,
hariyama,297,23,166,297,2538,144,120,60,40,60,50,146,296,2,False,False,False,False,200,70,20,fast-then-very-slow,generation-iii,mountain,fighting,
azurill,298,2,38,298,20,50,20,40,20,40,20,90,,6,False,True,False,False,150,50,10,fast,generation-iii,waters-edge,normal,fairy
nosepass,299,10,75,299,970,30,45,135,45,90,30,147,,4,False,False,False,False,255,70,20,medium,generation-iii,cave,rock,
skitty,300,6,52,300,110,50,45,45,35,35,50,148,,6,False,False,False,False,255,70,15,fast,generation-iii,forest,normal,
delcatty,301,11,140,301,326,70,65,65,55,55,90,148,300,6,False,False,False,False,60,70,15,fast,generation-iii,forest,normal,
sableye,302,5,133,302,110,50,75,75,65,65,50,149,,4,False,False,False,False,45,35,25,medium-slow,generation-iii,cave,dark,ghost
mawile,303,6,133,303,115,50,85,85,55,55,50,150,,4,False,False,False,False,45,50,20,fast,generation-iii,cave,steel,fairy
aron,304,4,66,304,600,50,70,100,40,40,30,151,,4,False,False,False,False,180,35,35,slow,generation-iii,mountain,steel,rock
lairon,305,9,151,305,1200,60,90,140,50,50,40,151,304,4,False,False,False,False,90,35,35,slow,generation-iii,mountain,steel,rock
aggron,306,21,265,306,3600,70,110,180,60,60,50,151,305,4,False,False,False,False,45,35,35,slow,generation-iii,mountain,steel,rock
meditite,307,6,56,307,112,30,40,55,40,55,60,152,,4,True,False,False,False,180,70,20,medium,generation-iii,mountain,fighting,psychic
medicham,308,13,144,308,315,60,60,75,60,75,80,152,307,4,True,False,False,False,90,70,20,medium,generation-iii,mountain,fighting,psychic
electrike,309,6,59,309,152,40,45,40,65,40,65,153,,4,False,False,False,False,120,50,20,slow,generation-iii,grassland,electric,
manectric,310,15,166,310,402,70,75,60,105,60,105,153,309,4,False,False,False,False,45,50,20,slow,generation-iii,grassland,electric,
plusle,311,4,142,311,42,60,50,40,85,75,95,154,,4,False,False,False,False,200,70,20,medium,generation-iii,grassland,electric,
minun,312,4,142,312,42,60,40,50,75,85,95,155,,4,False,False,False,False,200,70,20,medium,generation-iii,grassland,electric,
volbeat,313,7,151,313,177,65,73,75,47,85,85,156,,0,False,False,False,False,150,70,15,slow-then-very-fast,generation-iii,forest,bug,
illumise,314,6,151,314,177,65,47,75,73,85,85,157,,8,False,False,False,False,150,70,15,fast-then-very-slow,generation-iii,forest,bug,
roselia,315,3,140,315,20,50,60,45,100,80,65,158,406,4,True,False,False,False,150,50,20,medium-slow,generation-iii,grassland,grass,poison
gulpin,316,4,60,316,103,70,43,53,43,53,40,159,,4,True,False,False,False,225,70,20,fast-then-very-slow,generation-iii,grassland,poison,
swalot,317,17,163,317,800,100,73,83,73,83,55,159,316,4,True,False,False,False,75,70,20,fast-then-very-slow,generation-iii,grassland,poison,
carvanha,318,8,61,318,208,45,90,20,65,20,65,160,,4,False,False,False,False,225,35,20,slow,generation-iii,sea,water,dark
sharpedo,319,18,161,319,888,70,120,40,95,40,95,160,318,4,False,False,False,False,60,35,20,slow,generation-iii,sea,water,dark
wailmer,320,20,80,320,1300,130,70,35,70,35,60,161,,4,False,False,False,False,125,50,40,fast-then-very-slow,generation-iii,sea,water,
wailord,321,145,175,321,3980,170,90,45,90,45,60,161,320,4,False,False,False,False,60,50,40,fast-then-very-slow,generation-iii,sea,water,
numel,322,7,61,322,240,60,60,40,65,45,35,162,,4,True,False,False,False,255,70,20,medium,generation-iii,mountain,fire,ground
camerupt,323,19,161,323,2200,70,100,70,105,75,40,162,322,4,True,False,False,False,150,70,20,medium,generation-iii,mountain,fire,ground
torkoal,324,5,165,324,804,70,85,140,85,70,20,163,,4,False,False,False,False,90,50,20,medium,generation-iii,mountain,fire,
spoink,325,7,66,325,306,60,25,35,70,80,60,164,,4,False,False,False,False,255,70,20,fast,generation-iii,mountain,psychic,
grumpig,326,9,165,326,715,80,45,65,90,110,80,164,325,4,False,False,False,False,60,70,20,fast,generation-iii,mountain,psychic,
spinda,327,11,126,327,50,60,60,60,60,60,60,165,,4,False,False,False,False,255,70,15,fast,generation-iii,mountain,normal,
trapinch,328,7,58,328,150,45,100,45,45,45,10,166,,4,False,False,False,False,255,50,20,medium-slow,generation-iii,rough-terrain,ground,
vibrava,329,11,119,329,153,50,70,50,50,50,70,166,328,4,False,False,False,False,120,50,20,medium-slow,generation-iii,rough-terrain,ground,dragon
flygon,330,20,260,330,820,80,100,80,80,80,100,166,329,4,False,False,False,False,45,50,20,medium-slow,generation-iii,rough-terrain,ground,dragon
cacnea,331,4,67,331,513,50,85,40,85,40,35,167,,4,False,False,False,False,190,35,20,medium-slow,generation-iii,rough-terrain,grass,
cacturne,332,13,166,332,774,70,115,60,115,60,55,167,331,4,True,False,False,False,60,35,20,medium-slow,generation-iii,rough-terrain,grass,dark
swablu,333,4,62,333,12,45,40,60,40,75,50,168,,4,False,False,False,False,255,50,20,slow-then-very-fast,generation-iii,forest,normal,flying
altaria,334,11,172,334,206,75,70,90,70,105,80,168,333,4,False,False,False,False,45,50,20,slow-then-very-fast,generation-iii,forest,dragon,flying
zangoose,335,13,160,335,403,73,115,60,60,60,90,169,,4,False,False,False,False,90,70,20,slow-then-very-fast,generation-iii,grassland,normal,
seviper,336,27,160,336,525,73,100,60,100,60,65,170,,4,False,False,False,False,90,70,20,fast-then-very-slow,generation-iii,grassland,poison,
lunatone,337,10,161,337,1680,90,55,65,95,85,70,171,,-1,False,False,False,False,45,50,25,fast,generation-iii,cave,rock,psychic
solrock,338,12,161,338,1540,90,95,85,55,65,70,172,,-1,False,False,False,False,45,50,25,fast,generation-iii,cave,rock,psychic
barboach,339,4,58,339,19,50,48,43,46,41,60,173,,4,False,False,False,False,190,50,20,medium,generation-iii,waters-edge,water,ground
whiscash,340,9,164,340,236,110,78,73,76,71,60,173,339,4,False,False,False,False,75,50,20,medium,generation-iii,waters-edge,water,ground
corphish,341,6,62,341,115,43,80,65,50,35,35,174,,4,False,False,False,False,205,50,15,fast-then-very-slow,generation-iii,waters-edge,water,
crawdaunt,342,11,164,342,328,63,120,85,90,55,55,174,341,4,False,False,False,False,155,50,15,fast-then-very-slow,generation-iii,waters-edge,water,dark
baltoy,343,5,60,343,215,40,40,55,40,70,55,175,,-1,False,False,False,False,255,50,20,medium,generation-iii,rough-terrain,ground,psychic
claydol,344,15,175,344,1080,60,70,105,70,120,75,175,343,-1,False,False,False,False,90,50,20,medium,generation-iii,rough-terrain,ground,psychic
lileep,345,10,71,345,238,66,41,77,61,87,23,176,,1,False,False,False,False,45,50,30,slow-then-very-fast,generation-iii,sea,rock,grass
cradily,346,15,173,346,604,86,81,97,81,107,43,176,345,1,False,False,False,False,45,50,30,slow-then-very-fast,generation-iii,sea,rock,grass
anorith,347,7,71,347,125,45,95,50,40,50,75,177,,1,False,False,False,False,45,50,30,slow-then-very-fast,generation-iii,waters-edge,rock,bug
armaldo,348,15,173,348,682,75,125,100,70,80,45,177,347,1,False,False,False,False,45,50,30,slow-then-very-fast,generation-iii,waters-edge,rock,bug
feebas,349,6,40,349,74,20,15,20,10,55,80,178,,4,False,False,False,False,255,50,20,slow-then-very-fast,generation-iii,waters-edge,water,
milotic,350,62,189,350,1620,95,60,79,100,125,81,178,349,4,True,False,False,False,60,50,20,slow-then-very-fast,generation-iii,waters-edge,water,
castform,351,3,147,351,8,70,70,70,70,70,70,179,,4,False,False,False,False,45,70,25,medium,generation-iii,grassland,normal,
kecleon,352,10,154,352,220,60,90,70,60,120,40,180,,4,False,False,False,False,200,70,20,medium-slow,generation-iii,forest,normal,
shuppet,353,6,59,353,23,44,75,35,63,33,45,181,,4,False,False,False,False,225,35,25,fast,generation-iii,urban,ghost,
banette,354,11,159,354,125,64,115,65,83,63,65,181,353,4,False,False,False,False,45,35,25,fast,generation-iii,urban,ghost,
duskull,355,8,59,355,150,20,40,90,30,90,25,182,,4,False,False,False,False,190,35,25,fast,generation-iii,forest,ghost,
dusclops,356,16,159,356,306,40,70,130,60,130,25,182,355,4,False,False,False,False,90,35,25,fast,generation-iii,forest,ghost,
tropius,357,20,161,357,1000,99,68,83,72,87,51,183,,4,False,False,False,False,200,70,25,slow,generation-iii,forest,grass,flying
chimecho,358,6,159,358,10,75,50,80,95,90,65,184,433,4,False,False,False,False,45,70,25,fast,generation-iii,grassland,psychic,
absol,359,12,163,359,470,65,130,60,75,60,75,185,,4,False,False,False,False,30,35,25,medium-slow,generation-iii,mountain,dark,
wynaut,360,6,52,360,140,95,23,48,23,48,23,100,,4,False,True,False,False,125,50,20,medium,generation-iii,cave,psychic,
snorunt,361,7,60,361,168,50,50,50,50,50,50,186,,4,False,False,False,False,190,50,20,medium,generation-iii,cave,ice,
glalie,362,15,168,362,2565,80,80,80,80,80,80,186,361,4,False,False,False,False,75,50,20,medium,generation-iii,cave,ice,
spheal,363,8,58,363,395,70,40,50,55,50,25,187,,4,False,False,False,False,255,50,20,medium-slow,generation-iii,sea,ice,water
sealeo,364,11,144,364,876,90,60,70,75,70,45,187,363,4,False,False,False,False,120,50,20,medium-slow,generation-iii,sea,ice,water
walrein,365,14,265,365,1506,110,80,90,95,90,65,187,364,4,False,False,False,False,45,50,20,medium-slow,generation-iii,sea,ice,water
clamperl,366,4,69,366,525,35,64,85,74,55,32,188,,4,False,False,False,False,255,70,20,slow-then-very-fast,generation-iii,sea,water,
huntail,367,17,170,367,270,55,104,105,94,75,52,188,366,4,False,False,False,False,60,70,20,slow-then-very-fast,generation-iii,sea,water,
gorebyss,368,18,170,368,226,55,84,105,114,75,52,188,366,4,False,False,False,False,60,70,20,slow-then-very-fast,generation-iii,sea,water,
relicanth,369,10,170,369,234,100,90,130,45,65,55,189,,1,True,False,False,False,25,50,40,slow,generation-iii,sea,water,rock
luvdisc,370,6,116,370,87,43,30,55,40,65,97,190,,6,False,False,False,False,225,70,20,fast,generation-iii,sea,water,
bagon,371,6,60,371,421,45,75,60,40,30,50,191,,4,False,False,False,False,45,35,40,slow,generation-iii,rough-terrain,dragon,
shelgon,372,11,147,372,1105,65,95,100,60,50,50,191,371,4,False,False,False,False,45,35,40,slow,generation-iii,rough-terrain,dragon,
salamence,373,15,300,373,1026,95,135,80,110,80,100,191,372,4,False,False,False,False,45,35,40,slow,generation-iii,rough-terrain,dragon,flying
beldum,374,6,60,374,952,40,55,80,35,60,30,192,,-1,False,False,False,False,3,35,40,slow,generation-iii,rough-terrain,steel,psychic
metang,375,12,147,375,2025,60,75,100,55,80,50,192,374,-1,False,False,False,False,3,35,40,slow,generation-iii,rough-terrain,steel,psychic
metagross,376,16,300,376,5500,80,135,130,95,90,70,192,375,-1,False,False,False,False,3,35,40,slow,generation-iii,rough-terrain,steel,psychic
regirock,377,17,290,377,2300,80,100,200,50,100,50,193,,-1,False,False,True,False,3,35,80,slow,generation-iii,cave,rock,
regice,378,18,290,378,1750,80,50,100,100,200,50,194,,-1,False,False,True,False,3,35,80,slow,generation-iii,cave,ice,
registeel,379,19,290,379,2050,80,75,150,75,150,50,195,,-1,False,False,True,False,3,35,80,slow,generation-iii,cave,steel,
latias,380,14,300,380,400,80,80,90,110,130,110,196,,8,False,False,True,False,3,90,120,slow,generation-iii,waters-edge,dragon,psychic
latios,381,20,300,381,600,80,90,80,130,110,110,197,,0,False,False,True,False,3,90,120,slow,generation-iii,waters-edge,dragon,psychic
kyogre,382,45,335,382,3520,100,100,90,150,140,90,198,,-1,False,False,True,False,3,0,120,slow,generation-iii,sea,water,
groudon,383,35,335,383,9500,100,150,140,100,90,90,199,,-1,False,False,True,False,3,0,120,slow,generation-iii,rough-terrain,ground,
rayquaza,384,70,340,384,2065,105,150,90,150,90,95,200,,-1,False,False,True,False,45,0,120,slow,generation-iii,rare,dragon,flying
jirachi,385,3,300,385,11,100,100,100,100,100,100,201,,-1,False,False,False,True,3,100,120,slow,generation-iii,mountain,steel,psychic
deoxys-normal,386,17,270,386,608,50,150,50,150,50,150,202,,-1,False,False,False,True,3,0,120,slow,generation-iii,rare,psychic,
turtwig,387,4,64,387,102,55,68,64,45,55,31,203,,1,False,False,False,False,45,70,20,medium-slow,generation-iv,,grass,
grotle,388,11,142,388,970,75,89,85,55,65,36,203,387,1,False,False,False,False,45,70,20,medium-slow,generation-iv,,grass,
torterra,389,22,236,389,3100,95,109,105,75,85,56,203,388,1,False,False,False,False,45,70,20,medium-slow,generation-iv,,grass,ground
chimchar,390,5,62,390,62,44,58,44,58,44,61,204,,1,False,False,False,False,45,70,20,medium-slow,generation-iv,,fire,
monferno,391,9,142,391,220,64,78,52,78,52,81,204,390,1,False,False,False,False,45,70,20,medium-slow,generation-iv,,fire,fighting
infernape,392,12,240,392,550,76,104,71,104,71,108,204,391,1,False,False,False,False,45,70,20,medium-slow,generation-iv,,fire,fighting
piplup,393,4,63,393,52,53,51,53,61,56,40,205,,1,False,False,False,False,45,70,20,medium-slow,generation-iv,,water,
prinplup,394,8,142,394,230,64,66,68,81,76,50,205,393,1,False,False,False,False,45,70,20,medium-slow,generation-iv,,water,
empoleon,395,17,239,395,845,84,86,88,111,101,60,205,394,1,False,False,False,False,45,70,20,medium-slow,generation-iv,,water,steel
starly,396,3,49,396,20,40,55,30,30,30,60,206,,4,True,False,False,False,255,70,15,medium-slow,generation-iv,,normal,flying
staravia,397,6,119,397,155,55,75,50,40,40,80,206,396,4,True,False,False,False,120,70,15,medium-slow,generation-iv,,normal,flying
staraptor,398,12,218,398,249,85,120,70,50,60,100,206,397,4,True,False,False,False,45,70,15,medium-slow,generation-iv,,normal,flying
bidoof,399,5,50,399,200,59,45,40,35,40,31,207,,4,True,False,False,False,255,70,15,medium,generation-iv,,normal,
bibarel,400,10,144,400,315,79,85,60,55,60,71,207,399,4,True,False,False,False,127,70,15,medium,generation-iv,,normal,water
kricketot,401,3,39,401,22,37,25,41,25,41,25,208,,4,True,False,False,False,255,70,15,medium-slow,generation-iv,,bug,
kricketune,402,10,134,402,255,77,85,51,55,51,65,208,401,4,True,False,False,False,45,70,15,medium-slow,generation-iv,,bug,
shinx,403,5,53,403,95,45,65,34,40,34,45,209,,4,True,False,False,False,235,50,20,medium-slow,generation-iv,,electric,
luxio,404,9,127,404,305,60,85,49,60,49,60,209,403,4,True,False,False,False,120,100,20,medium-slow,generation-iv,,electric,
luxray,405,14,262,405,420,80,120,79,95,79,70,209,404,4,True,False,False,False,45,50,20,medium-slow,generation-iv,,electric,
budew,406,2,56,406,12,40,30,35,50,70,55,158,,4,False,True,False,False,255,50,20,medium-slow,generation-iv,,grass,poison
roserade,407,9,258,407,145,60,70,65,125,105,90,158,315,4,True,False,False,False,75,50,20,medium-slow,generation-iv,,grass,poison
cranidos,408,9,70,408,315,67,125,40,30,30,58,211,,1,False,False,False,False,45,70,30,slow-then-very-fast,generation-iv,,rock,
rampardos,409,16,173,409,1025,97,165,60,65,50,58,211,408,1,False,False,False,False,45,70,30,slow-then-very-fast,generation-iv,,rock,
shieldon,410,5,70,410,570,30,42,118,42,88,30,212,,1,False,False,False,False,45,70,30,slow-then-very-fast,generation-iv,,rock,steel
bastiodon,411,13,173,411,1495,60,52,168,47,138,30,212,410,1,False,False,False,False,45,70,30,slow-then-very-fast,generation-iv,,rock,steel
burmy,412,2,45,412,34,40,29,45,29,45,36,213,,4,False,False,False,False,120,70,15,medium,generation-iv,,bug,
wormadam-plant,413,5,148,413,65,60,59,85,79,105,36,213,412,8,False,False,False,False,45,70,15,medium,generation-iv,,bug,grass
mothim,414,9,148,414,233,70,94,50,94,50,66,213,412,0,False,False,False,False,45,70,15,medium,generation-iv,,bug,flying
combee,415,3,49,415,55,30,30,42,30,42,70,214,,1,True,False,False,False,120,50,15,medium-slow,generation-iv,,bug,flying
vespiquen,416,12,166,416,385,70,80,102,80,102,40,214,415,8,False,False,False,False,45,50,15,medium-slow,generation-iv,,bug,flying
pachirisu,417,4,142,417,39,60,45,70,45,90,95,215,,4,True,False,False,False,200,100,10,medium,generation-iv,,electric,
buizel,418,7,66,418,295,55,65,35,60,30,85,216,,4,True,False,False,False,190,70,20,medium,generation-iv,,water,
floatzel,419,11,173,419,335,85,105,55,85,50,115,216,418,4,True,False,False,False,75,70,20,medium,generation-iv,,water,
cherubi,420,4,55,420,33,45,35,45,62,53,35,217,,4,False,False,False,False,190,50,20,medium,generation-iv,,grass,
cherrim,421,5,158,421,93,70,60,70,87,78,85,217,420,4,False,False,False,False,75,50,20,medium,generation-iv,,grass,
shellos,422,3,65,422,63,76,48,48,57,62,34,218,,4,False,False,False,False,190,50,20,medium,generation-iv,,water,
